ZONE,STATE,DEALER NAME,CHEQUE BOUNCE,DEALER YEARS,PHONE NUMBER,EMAIL ADDRESS,Q1016,Q2016,Q3016,Q4016,Q1017,Q2017,Q3017,Q4017,Q1018,CREDITABILITY
1,24,BALA AGENCIES, 2 ,10,2,1,"1,28,678",0,0,0,0,0,0,0,0,1
2,9,BALA SUNDARI IRON & CEMENT STORE, 2 ,11,2,1,"5,45,182","3,47,534","6,79,820","1,61,052","4,74,315","3,48,100","3,99,853","3,64,293","7,71,549",1
1,1,BALA TRADERS, 2 ,10,2,1,0,"1,62,725","1,57,784","3,20,510","1,88,281","4,28,980","2,07,225","6,77,150",0,1
2,22,BALAJI BUILDING MATERIAL & HARDWARE, 2 ,6,2,1,0,0,"1,74,774","1,74,774",0,0,0,0,0,1
4,15,BALAJI CERAMIC, 2 ,7,1,1,"1,83,010",0,0,0,0,0,0,"1,16,518",0,1
4,15,BALAJI STEEL, 2 ,14,2,1,"16,70,800","7,06,076",0,"96,773","85,913",0,0,0,0,1
4,15,BALAJI TRADEDS, 2 ,8,2,1,"63,750",0,"58,860","52,940",0,0,0,0,0,1
5,14,BALAJI TRADERS, 2 ,10,2,1,"14,36,634",0,"4,09,533","8,14,200","5,33,775",0,0,"2,36,670","12,44,775",1
5,5,BALAJI TRADERS, 2 ,13,2,2,"15,67,485","5,43,030",0,"9,27,300","9,96,300","2,45,850","2,27,200","2,34,300","17,53,575",1
1,24,BALAKRISHNA TRADING, 2 ,5,2,1,"1,53,819",0,0,"44,880",0,0,0,0,0,1
2,21,BALDEV KRISHAN & SONS, 2 ,6,1,1,0,0,0,0,0,0,"3,77,376",0,0,1
3,20,BALUNKESWAR BHANDAR, 2 ,15,2,1,"30,11,378","23,77,662","16,52,763","14,98,752","36,87,996","11,62,750","10,85,252","20,86,972","45,32,506",1
2,21,BALWINDER SINGH DHILLON  & SONS, 2 ,9,1,1,0,0,0,0,0,0,"1,66,560",0,"4,26,137",1
2,8,BANARSI DASS & SONS, 2 ,10,1,1,0,0,0,0,0,0,0,0,0,1
4,7,BANAS STEEL, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
5,14,BANDIL CUTPIECE BHANDAR, 2 ,16,1,1,0,0,"1,61,226","1,61,226",0,0,0,0,0,1
2,27,Bankey Bihari enterprises, 2 ,10,2,1,0,"58,810",0,0,"28,95,975","26,23,510","31,90,159","32,46,781","27,93,017",1
5,14,Bans Devta Murgipalan Samooh, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
5,14,BANSAL AGENCY, 2 ,16,2,1,"1,67,119",0,"1,66,778",0,"7,14,102",0,0,0,0,1
5,14,BANSAL ENTERPRISES, 1 ,6,2,1,"1,98,000",0,0,"1,83,240",0,0,0,0,0,0
5,27,BANSAL IRON & HARDWARE STORE, 2 ,12,2,2,"10,37,728","3,06,841","2,39,717","4,94,675","7,18,020","4,51,420","6,25,777","8,36,193","14,70,334",1
2,21,BANSAL IRON STORE, 2 ,12,2,2,"4,97,355","1,85,372","2,48,376","1,48,942","1,61,834","1,85,876","1,66,642",0,0,1
2,21,BANWARI LAL BHOJ RAJ, 2 ,16,2,2,"3,09,437","2,12,601","1,26,854","2,65,523","2,97,295","3,13,135","5,05,835","2,70,480","1,74,800",1
1,1,BAPUJI HARDWARE, 1 ,14,2,1,0,"4,44,441","2,21,255","1,25,090","2,41,772","3,40,690","1,42,705","4,11,817","1,97,843",0
1,24,BARATHAN TILES MART, 2 ,16,2,2,"11,41,908","7,74,720","12,24,345","6,51,555","22,98,216","9,56,155","20,46,234","34,50,819","13,17,975",1
2,21,BARJESH IRON H/W STORE, 1 ,13,2,1,"1,60,051",0,0,0,"6,41,552","1,88,715","1,75,845","9,15,888",0,0
3,20,BASANT ENTERPRISES, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
5,14,BASANT STEEL TRADERS, 2 ,17,2,2,"87,12,905","7,84,760","10,54,480","40,75,360","57,52,938","7,54,065","9,68,290","19,68,050",0,1
1,12,BASITH ENTERPRISES, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,12,BASTIKAR AGENCIES, 2 ,14,2,1,"4,19,309",0,"12,64,950","2,02,622","4,52,684","4,40,857","7,59,532","1,77,834","4,33,320",1
3,11,BASUKI, 2 ,13,2,2,0,"3,50,478","12,06,976","16,62,337","21,34,102","7,68,406","12,888","4,45,691","8,18,508",1
3,11,BASUKI SALES & SERVICES PVT  LTD, 2 ,12,2,1,"41,48,862","29,78,310","23,50,123","1,05,49,925","1,68,97,674","19,53,443","64,94,775","57,79,685","78,33,006",1
3,29,BDG Metal & Power Limited, 2 ,13,1,1,"5,52,960","8,40,840",0,0,"7,62,350",0,0,0,0,1
1,12,BEJOY  AGENCIES, 2 ,12,2,1,"15,89,382","6,93,544","4,99,070","13,93,311","13,84,668","6,84,308","6,99,161","15,58,908","22,64,270",1
3,29,BENGAL HARDWARE STORES, 2 ,17,2,1,"38,04,293","9,51,350","9,54,370","19,43,780","23,77,950","2,34,995","18,37,088","20,64,420","26,71,025",1
1,24,BENJAMIN TRADERS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,13,BEST INDIA HARDWARE, 2 ,10,2,1,"2,41,889",0,0,0,0,0,0,0,0,1
3,20,BHAGABATI TRADERS, 2 ,10,1,1,0,0,"80,671",0,0,0,0,0,0,1
2,27,bhagat cement agency, 2 ,12,2,1,"3,03,180","2,39,044","2,65,990","2,23,578","2,12,892","1,52,960","3,83,926",0,0,1
1,24,BHAGVATHI AMMAN STEELS, 2 ,9,2,2,"12,96,869","14,46,349","16,87,110","6,85,999","13,66,801","18,08,521","24,65,413","13,89,214","17,09,560",1
2,21,BHAGWAN DAS RAMESH KUMAR, 2 ,7,1,1,0,"2,97,640","2,98,639",0,0,0,0,0,0,1
3,4,BHAGWAN TRADING, 2 ,15,2,1,"24,18,765","6,49,223","1,72,887","4,09,593",0,0,0,0,0,1
5,27,BHAGWATI SALES, 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
3,29,BHAI BHAI HW, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
2,21,BHANA RAM KESHO DASS, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
3,4,BHANAMAL UDYOG(P) LTD, 2 ,10,2,1,"44,711","2,21,044","42,218","42,698","1,28,854","85,343","41,641",0,"42,481",1
2,21,BHANDARI IRON TRADERS, 2 ,13,2,2,"21,79,571","18,39,985","21,20,891","13,45,663","25,68,431","22,40,219","31,81,008","37,38,028","24,74,273",1
2,9,BHARAT DISTRIBUTORS, 2 ,5,1,1,"1,50,000",0,0,0,0,0,0,0,0,1
4,15,BHARAT ENTERPRISES, 2 ,10,2,2,"37,39,632","7,96,945","39,73,917","67,78,766","40,82,540","8,56,726","23,24,999","33,48,459","45,79,004",1
5,14,BHARAT HARD WARE, 2 ,11,2,2,"7,89,938",0,"5,05,180","2,32,560","2,54,875",0,0,0,0,1
5,14,BHARAT HARDWARE & BUILLDING MATERIA, 2 ,12,2,1,"3,86,400",0,"4,08,708","1,77,600","9,94,781","1,78,850","4,46,125","2,20,500","12,11,641",1
2,21,BHARAT IRON & CEMENT STORE, 2 ,12,2,1,"3,33,067",0,"1,45,577","1,64,636","1,48,279","1,51,430","1,79,758","1,34,892","6,32,190",1
4,15,BHARAT ROOFING AGENCIES, 2 ,6,2,2,"8,58,177",0,"2,65,117","2,26,533",0,0,0,0,0,1
3,11,BHARAT SALES CORPORATION, 2 ,16,2,2,"11,16,899","8,18,568","6,67,516","21,63,205","20,56,193","7,35,718","10,59,951","6,78,695","25,25,063",1
3,4,Bharat Traders, 2 ,6,2,1,0,0,0,0,0,"2,90,329","2,21,886","2,66,311",0,1
2,22,Bharat Trading Company, 2 ,14,2,1,"1,82,468",0,0,0,0,0,0,0,0,1
4,15,BHARAT WIRE ROPES LTD, 2 ,15,2,1,"16,223",0,0,0,0,0,0,0,0,1
1,13,BHARATH AGRO CENTRE, 2 ,8,2,1,"2,24,297","2,32,741","78,112","1,22,623","1,36,230",0,"1,15,653","1,16,214","80,967",1
1,12,BHARATH HARDWARE, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,12,BHARATH HARDWARE & GENERAL MERCHAT, 1 ,7,2,1,"2,34,076",0,"1,70,175",0,"2,78,540","1,13,351",0,"94,190",0,0
1,12,BHARATH STEEL & HARDWARE, 2 ,8,2,1,0,"66,081",0,"66,081","1,22,904",0,"1,32,162","50,484",0,1
1,24,BHARATH STORES, 2 ,8,2,1,"28,464",0,"51,481","27,091","30,692",0,0,0,"33,512",1
1,12,BHARATH TRADERS, 2 ,15,2,2,"49,410",0,0,0,0,0,0,0,0,1
1,24,BHARATH TRADERS, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,12,BHARATHI STORES, 2 ,14,2,1,"11,82,007","3,17,480","3,06,618","3,47,074","10,70,425","3,74,698","1,66,193","3,62,400","8,84,755",1
5,14,BHARGAVA BUILDING MATERIAL, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,BHASITH TRADERS, 2 ,10,2,1,"3,33,188",0,0,"1,43,253","3,18,467",0,0,0,"3,05,076",1
3,20,BHASKAR ENTERPRISES, 2 ,7,2,1,"2,36,676",0,"2,18,038",0,"5,37,222",0,0,0,0,1
2,21,BHATEJA IRON STORE, 2 ,14,2,1,"7,63,185","4,42,053","5,17,183","7,30,598","6,14,905","5,35,859","6,26,850","5,04,370","9,98,232",1
3,29,BHATPARA IRON & STELL PRIVATE LIMIT, 2 ,7,2,1,"1,42,284",0,0,0,0,0,0,0,0,1
5,14,BHAVANI TRADERS, 2 ,8,2,2,"4,41,600",0,0,"4,59,000",0,0,0,0,0,1
3,4,BHAWANI AGENCY, 2 ,6,2,1,0,0,0,"2,42,008",0,0,0,"1,45,858",0,1
2,21,BHAWANI STEELS, 2 ,16,2,2,"1,01,43,126","83,86,714","93,47,935","1,12,50,531","1,65,37,004","1,70,45,185","2,25,41,247","3,18,67,101","3,33,08,394",1
2,27,Bhawani Traders, 2 ,16,2,2,"12,56,881","10,03,848","7,99,664","12,89,418","15,52,926","4,20,621","3,83,914","5,33,478",0,1
3,4,Bhola Enterprises, 2 ,10,2,1,"5,96,254",0,"1,42,671","1,40,860","3,04,940",0,0,0,0,1
5,14,BHOLA PRASAD AGRAWAL, 2 ,8,1,1,0,0,0,0,0,0,0,"6,84,270","4,70,840",1
5,14,BHOOMI BUILDING MATERIAL SUPPLIER, 2 ,14,2,1,0,0,0,"2,32,560","2,41,025",0,0,0,0,1
3,29,Bhuban Mohan Kar, 2 ,14,2,2,"36,44,912","11,09,574","11,11,801","16,85,295","37,32,570","9,02,776","14,74,529",0,"27,93,395",1
1,12,BHUVANESHWARI SHEET DISTRIBUTORS P., 1 ,4,2,1,0,0,0,0,0,0,0,0,0,0
1,24,BHUVANESHWARI TRADERS, 2 ,9,2,1,"2,15,202","3,50,936","2,46,273","2,46,063","2,67,882","92,848","2,02,815","2,87,377","2,39,365",1
3,29,BIBHUTI BHUSAN PAL, 2 ,17,2,2,"82,38,930","43,89,907","26,35,750","64,07,036","75,66,249","44,15,869","26,82,343","49,48,997","1,15,75,343",1
3,29,BIDHAN CH BISWAS, 2 ,14,2,2,"10,29,287","2,74,903","2,76,297","6,96,022","6,06,442","1,46,314","6,94,242",0,"1,36,904",1
2,22,Biharilal Cement Agency, 2 ,12,2,1,"3,42,650","1,62,189",0,0,0,"2,00,608",0,0,0,1
3,4,BIJAY TRADING COMPANY, 1 ,9,2,1,"1,62,201",0,0,0,"3,08,499","2,42,163",0,"1,43,468",0,0
3,3,Bi2d Motor Stores, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
3,11,BIRENDRA HARDWARE, 2 ,6,1,2,0,"2,19,125",0,0,0,"2,24,000",0,0,0,1
2,21,BIRU  MAL  RAM  DHARI  LAL  JAIN, 2 ,14,2,1,"3,08,566","2,74,806",0,"5,78,006","1,44,822","6,35,641","3,16,190","4,09,860","5,81,560",1
1,1,BISMILLA TRADERS, 2 ,7,2,1,"1,82,825","1,81,763",0,0,0,"2,04,900",0,0,0,1
3,3,Biswanath Bhagwati Prasad, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
3,29,Biswas Hardware, 2 ,9,2,1,"2,78,496",0,0,0,"2,69,730",0,0,"2,35,021","4,51,372",1
3,29,BISWAS HW & MACHINERY STORES, 2 ,15,2,1,"18,91,343","5,66,508","5,72,555","8,45,968","15,57,083","4,16,861","5,36,397","10,71,243","16,54,940",1
2,22,Bodulal Chotmal Iron Murchant Store, 1 ,8,1,1,"1,20,728",0,0,0,0,0,0,0,0,0
1,13,BOMBAY STEEL, 2 ,13,2,1,"3,76,943","59,417","1,77,745",0,0,"1,86,932","1,78,118","1,01,841","1,84,659",1
5,14,BOMBAY STEEL SALE, 1 ,6,1,1,0,0,0,0,0,0,0,0,0,0
4,15,BORASTE STEEL CORPORATION, 1 ,5,2,1,0,0,0,0,0,0,0,0,0,0
1,13,BRIGHTOGEN TRADING COMPANY, 2 ,10,2,1,"1,13,157","8,038","1,94,204","1,08,383",0,0,0,0,0,1
5,14,Brijendra Traders, 2 ,12,2,1,"16,15,649","2,47,260","7,38,175","2,29,680","7,31,298","7,02,578","2,26,480","6,82,648","9,18,200",1
5,14,BRIJESH HARDWARE, 2 ,4,1,1,"2,67,375",0,0,"2,40,000","2,61,300",0,0,"2,37,000","2,43,750",1
4,7,BROMCHEM LABORATORIES PVT LTD, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,13,Brothers Hardwares, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
3,20,BULU HARDWARE, 2 ,15,2,1,"5,94,091",0,"8,44,745",0,0,"8,12,009","16,58,929","18,11,264","30,57,210",1
4,15,BURAHANI TRADERS, 2 ,5,2,1,0,0,"1,09,800",0,0,0,0,0,0,1
5,14,BUREAU OF INDIAN STANDARD, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
4,15,BURHANI HARDWARE, 2 ,13,2,2,"7,16,047",0,"1,01,043","5,04,624","3,71,750","85,750",0,0,0,1
4,7,BURHANI TIMBERS, 2 ,16,2,2,"10,22,124","3,82,502","3,78,322","16,97,315","25,03,497","13,30,747","6,62,863","4,83,299",0,1
2,22,Byaniya Agro Pipe Industries, 2 ,13,1,1,0,0,0,0,0,0,0,0,0,1
1,13,C T METALS, 2 ,8,2,1,"1,28,574",0,0,0,0,0,0,0,0,1
1,24,C.B.BRICKS, 2 ,14,2,1,"4,95,474","9,78,818",0,0,0,0,0,0,0,1
1,13,C.C.KURIAN & SONS, 2 ,9,2,1,0,"1,48,045",0,0,0,"1,14,998",0,"1,20,001","1,23,417",1
1,13,C.M.R. STEEL AGENCY, 2 ,13,2,1,"3,59,088","4,33,341","3,56,865","4,34,378","5,32,086","2,29,676","2,47,426","2,38,452","4,00,950",1
2,27,C.Mohan and co, 2 ,5,1,1,0,0,"1,43,649","69,605",0,0,0,0,0,1
4,15,CAPROLACTAM CHEMICALS LTD, 2 ,9,1,1,"2,18,700",0,0,0,0,0,0,0,0,1
3,29,CEE AAR BEE SALES, 2 ,16,2,2,"12,99,903","8,71,212","9,96,086","6,75,532","12,85,814","7,17,636","8,00,238","10,85,210","5,67,672",1
2,28,CENTURY PULP AND PAPER, 2 ,9,1,1,"2,33,460",0,0,"2,33,460","1,44,900","1,12,320",0,"99,900",0,1
2,21,CHADHA STEELS (INDIA), 2 ,14,2,2,"14,94,033","11,77,951","13,72,340","11,56,929","15,08,212","17,03,449","18,16,644","12,89,004","22,57,084",1
3,20,CHAITANYA KUMAR JENA, 2 ,15,2,1,"22,28,718","9,35,389","8,22,180","13,53,446","14,60,635","5,35,955","7,62,050","7,12,950","7,58,475",1
1,13,CHAITHANYA STEELS, 2 ,11,2,1,"10,58,429","6,10,162","5,08,455","6,42,112","7,43,783","3,61,882","4,73,469","7,47,721","12,53,143",1
3,29,Chakraborty Traders, 2 ,10,2,1,"3,32,252","1,29,144",0,"1,32,388","1,41,138","1,70,970",0,"1,57,835","2,49,931",1
1,13,CHALAKUDY METAL TRADERS (P) LTD., 2 ,14,2,1,"87,143","1,37,250","92,643","48,716","1,89,383","1,23,892","1,13,020","1,81,969","1,60,757",1
2,8,CHALANA AND SONS, 2 ,9,2,1,0,0,"1,16,886","1,28,803",0,"2,46,690","4,07,609","4,51,543","6,98,180",1
4,15,CHAMPALAL B. JAIN, 2 ,13,2,2,0,"1,87,500","7,59,585","12,89,397","16,77,375","5,03,153","5,79,935","21,05,810","12,88,470",1
4,7,CHAMPION JOINTINGS PVT LTD, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
2,27,Chamunda Enterprises, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
4,15,CHANDAN STEELS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
5,14,CHANDIL TRADERS, 2 ,9,1,1,0,"2,05,110","1,54,007",0,0,0,"3,92,013",0,"3,73,158",1
2,27,Chandra pal and sons, 2 ,9,2,1,0,"3,34,498",0,"2,21,277","1,16,778","2,22,850","2,19,521","2,18,335","4,30,041",1
2,27,Chandra Sukh Traders, 2 ,6,2,1,"70,315","1,36,052","68,193",0,"72,976","93,662","74,325","61,128","1,07,685",1
2,27,Chaudhary Building Materical, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
2,27,CHAUDHARY TRADERS, 2 ,12,2,1,"6,03,386","6,78,451","4,82,249","6,06,775","6,27,948","2,04,827","21,490",0,0,1
2,27,Chauhan Traders, 2 ,11,2,1,"78,195","2,98,848","1,52,980","1,42,655","91,263",0,0,0,0,1
5,14,CHAUHAN TRADERS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
2,21,CHAUTALA TIMBER AND IRON STORE, 2 ,11,2,2,"11,77,839","6,30,443","8,91,272","7,61,869","12,93,789","6,15,518","11,36,273","8,76,933","14,95,411",1
2,28,Chawla ispat pvt ltd, 2 ,16,2,2,"63,38,229","34,92,648","24,20,869","24,38,291","48,84,536","34,25,349","30,23,604","43,36,428","70,05,633",1
5,14,CHELARAM & SONS, 1 ,6,2,2,0,0,0,"19,97,145",0,"7,43,320",0,"75,66,030","40,66,590",0
1,24,CHELLAPANDI KARUPPASAMY, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,24,CHELLAPANDI KARUVEL RAJASINGH, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,24,CHENNAI STEEL COMPANY, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
4,7,CHIMANLAL CHUNILAL GANDHI, 2 ,10,2,1,0,0,0,"1,23,455",0,0,0,"1,15,809","1,23,411",1
2,22,Chiranjilal Mukesh Kumar, 1 ,10,2,1,"1,16,390","1,01,817","1,02,694","1,05,444","1,05,187",0,"1,65,725",0,0,0
1,24,CHITRA STEEL, 2 ,16,2,1,"4,66,718","3,95,873","3,91,950","4,00,950","2,69,270","4,10,269","3,87,100","5,10,500","4,27,360",1
1,12,CHOUDHARI STEEL AND TIMBERS, 2 ,13,2,1,"3,85,072","2,48,703","4,23,526","1,22,024","5,38,134","1,20,639","3,61,749","1,09,335","5,20,463",1
2,27,CHOUDHARY FANCY STEEL TRADERS, 2 ,16,2,1,"15,43,361","4,29,882","2,57,269","5,53,411","1,94,669",0,0,"1,09,763",0,1
5,14,CHOUDHARY POULTRY FARM, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,CHOURASIA BUILDING MATERIAL, 2 ,10,2,1,"5,14,480",0,0,"2,34,580","2,42,500",0,"2,22,000",0,0,1
5,14,CHURHAT MAHILA MURGIPALAK SWAUATT S, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,24,CITY GARDEN, 2 ,15,2,1,"2,83,960",0,0,"1,63,400","1,50,680","1,40,180","1,30,610","1,29,480","2,82,541",1
1,13,CITY TRADERS, 2 ,8,2,1,"64,639","62,114","1,18,382","60,001","1,27,121","56,455",0,0,0,1
1,13,CK STEELS, 2 ,4,2,1,"98,592",0,0,0,0,0,0,0,0,1
4,15,CLASS ONE AGRO TECH & FERTILIZER PV, 2 ,10,1,1,0,0,0,0,0,0,0,0,0,1
1,24,CM STEELS, 2 ,16,2,2,"14,26,140","10,38,640","9,38,480","12,38,483","13,76,560","15,25,490","13,85,132","10,39,198","13,37,752",1
3,29,"COOCH BEHAR STORES,WBST0CB/1465A", 2 ,15,2,1,"24,24,949","12,88,504","9,72,047","7,80,926","37,89,484",0,"4,48,560","2,26,950","6,87,615",1
4,7,CREATIVE GARMENTS PVT LTD, 2 ,8,1,1,"1,78,974",0,0,0,0,0,0,0,0,1
2,9,CREST STEEL UNA PVT LTD, 2 ,8,1,1,"1,82,000",0,0,0,0,0,0,0,0,1
1,13,CT INDUSTRIAL WORLD, 2 ,8,2,1,"2,61,349","1,13,475",0,"68,370",0,"1,64,715","1,15,893","1,83,472","2,86,734",1
3,4,D KUMAR & BROS, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
2,28,D.S.Rolling Mills Pvt Ltd., 2 ,9,2,1,"5,51,680",0,0,0,0,0,"2,45,715","1,30,500",0,1
1,12,DADA AND CO, 1 ,10,2,1,"1,24,100",0,0,"1,24,100",0,0,0,0,0,0
5,5,DADURAM TRADERS, 2 ,6,2,2,0,0,0,0,0,0,0,0,0,1
5,27,DAKHILAL SHAMBHULAL, 2 ,6,2,1,"7,650",0,0,"92,651",0,0,0,0,0,1
3,29,DALAL & CO (IRONSYNDICATE), 2 ,12,2,2,"11,78,496","4,80,534","2,36,799","12,10,794","11,81,432","5,69,031","5,62,091","9,86,720","14,06,457",1
2,8,DALIP SINGH & SONS, 2 ,12,2,2,0,0,0,0,"3,09,485",0,"1,68,890","2,91,699","48,510",1
5,27,DANIS IQBAL, 2 ,14,2,2,"3,39,500","2,22,562","2,39,044","1,11,825","6,58,835","4,05,658","5,66,944","1,24,242","9,19,630",1
4,15,DARA CONSTRUCTION, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,12,DARSHAN HARDWARES & ELECTRICALS, 2 ,4,2,1,0,0,"1,55,787",0,493,0,0,0,0,1
3,29,DAS ENTERPRISE, 2 ,9,2,1,"4,44,167",0,0,"1,33,200","1,38,815",0,"1,89,759",0,"4,13,365",1
3,29,Das Enterprise, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
3,20,DASH TRADERS, 2 ,10,2,1,"2,32,718","3,68,590","1,38,437",0,"2,49,127","2,19,188",0,0,0,1
2,21,DASHMESH MECHANICAL WORKS, 2 ,12,2,1,0,"1,60,756","3,04,213",0,"1,63,429",0,0,0,"17,864",1
2,28,Dashmesh steel, 2 ,12,2,2,"3,97,900","2,26,260","1,93,800",0,"5,06,345","2,22,365","2,47,004","1,80,000","7,30,722",1
2,21,DASMESH CEMENT STORE, 2 ,7,2,1,"1,80,985","1,62,563","3,36,639","6,80,187","6,20,629",0,"3,44,735","3,56,840",0,1
2,27,Data Ram Inder Prakash, 2 ,7,2,1,0,0,0,0,"1,11,052",0,"1,12,500",0,0,1
1,13,DATA TRADERS, 2 ,8,2,1,"1,10,389","96,418","70,207","64,787","61,142",0,"92,150","75,171",0,1
4,15,DATAR TRADING COMPANY, 2 ,5,2,2,0,0,0,"61,462","2,21,150","57,200","5,10,744","6,38,293",0,1
3,29,DAW HARDWARE, 2 ,12,2,2,"21,26,324","11,46,813","5,67,731","10,50,685","14,23,050","8,89,240","7,56,975","7,28,043","13,35,149",1
2,21,DAWAN MOTORS PVT LTD, 1 ,6,1,1,0,0,0,0,0,0,0,0,0,0
3,29,Deba Prosad Koar, 2 ,12,2,2,"4,62,108",0,"1,47,396","4,25,992","2,96,905",0,"2,79,530","1,34,864","2,89,203",1
3,20,DEBADATTA DASH, 2 ,14,2,1,"35,66,459","11,42,355","5,67,332","8,27,676","14,11,715","5,51,227","2,69,514","4,78,940","11,58,496",1
3,29,DEBENDRA NATH PAUL & CO, 2 ,16,2,2,"17,28,772","12,63,186","5,64,929","12,31,892","15,37,636","9,26,046","9,44,308","6,25,491","16,79,390",1
2,8,DEEP CHAND GOEL & SONS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
2,21,DEEPAK CEMENT STORE, 1 ,9,2,1,0,0,0,0,0,0,"2,76,964",0,0,0
5,27,DEEPAK H/W, 2 ,9,2,1,"1,26,838","1,25,595",0,0,0,0,"1,11,437",0,0,1
5,14,DEEPAK HARDWARE, 2 ,7,2,1,"1,29,525",0,0,0,0,0,0,0,0,1
2,27,DEEPAK KUMAR VIPIN KUMAR, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
2,21,DEEPAK STEELS, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
2,27,Deepak steels, 2 ,8,2,2,0,0,0,0,0,0,0,0,0,1
5,14,DEEPAK TRADERS, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
2,27,DEEPAK TRADING CO, 2 ,4,1,1,"3,64,574",0,"1,08,763","1,01,513","57,341",0,"2,00,475",0,0,1
1,24,DELUX STEEL MART, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
4,7,DESAI HARDWARE & GENL. STORES, 2 ,15,2,2,"3,92,02,373","18,45,918","83,92,710","2,14,47,431","2,71,76,681","41,52,974","1,73,69,954","3,20,86,454","3,04,43,664",1
3,20,DESTINY FERTILISERS, 2 ,15,2,1,"1,46,07,874","74,34,924","39,15,375","67,40,615","1,08,38,500","47,01,676","16,79,272","67,95,408","89,65,002",1
5,14,DEV HARDWARE, 2 ,10,2,1,"7,41,120","1,07,672","85,125","2,15,000",0,"1,41,100",0,0,0,1
3,4,DEV NARAYAN MAHTO, 2 ,11,2,1,"2,87,644","2,86,786",0,"1,44,830","2,95,423","1,42,964","1,45,044","1,41,443","2,91,097",1
5,27,DEV PRAYAG PAPER MILL PRIVATE LTD, 2 ,11,1,1,0,0,0,0,0,0,0,0,0,1
5,27,DEVENDRA ENTERPRISES, 2 ,15,2,1,"7,18,864","1,13,689","3,17,767","1,06,833","7,936","2,07,472","3,60,603","4,14,505","3,65,624",1
2,8,DEVGIRI OVERSEAS PVT. LTD., 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,DEVI PRASAD TRADERS, 2 ,9,2,1,0,"87,595","72,192",0,"1,47,567",0,"1,60,682","51,308","4,29,083",1
4,15,DEXTER IMPEX, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
3,29,DHANANJOY BHANDARI, 2 ,15,2,2,"90,63,653","22,40,078","23,01,514","45,67,625","74,41,390","21,92,569","55,77,895","80,58,009","1,55,18,854",1
2,21,DHANDAL CEMENT AND IRON STORE, 2 ,12,2,2,"1,73,272",0,0,0,0,"3,96,298",0,0,0,1
1,12,DHANUSHREE HARDWARE, 2 ,15,2,1,"2,21,027","1,36,059","1,03,830","2,48,484","2,69,083",0,0,0,0,1
5,27,DHARMENDRA KRISHI YANTRA UDYOG, 1 ,8,1,1,"3,07,688",0,"1,73,239",0,0,0,0,0,0,0
4,7,DHARNIDHAR TRADERS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
3,20,DHEERAJ PLYWOOD, 2 ,15,2,1,"17,91,130","2,79,708","5,45,154","5,34,128","2,63,713","2,80,400","2,62,400","2,84,310","7,62,015",1
1,12,DHEERASHREE STEELS, 2 ,8,2,1,"2,09,537","88,556","31,541","85,053","2,84,662",0,"2,01,449","1,71,986",0,1
1,24,DIAMOND BUILDING MATERIALS, 2 ,6,2,1,"71,161","1,66,256",0,"98,465","1,15,455","1,03,910","1,17,574","51,847","1,26,028",1
